"sku","fnsku","asin","product-name","product-group","brand","fulfilled-by","your-price","sales-price","longest-side","median-side","shortest-side","length-and-girth","unit-of-dimension","item-package-weight","unit-of-weight","product-size-tier","currency","estimated-fee-total","estimated-referral-fee-per-unit","estimated-variable-closing-fee","estimated-order-handling-fee-per-order","estimated-pick-pack-fee-per-unit","estimated-weight-handling-fee-per-unit","expected-fulfillment-fee-per-unit"
"amzn.gr.v1.JjDARdkehxcrhsyvD8zwfjGQfMg","X002VY7BQP","B07WJVRHZ1","1 to 3 Extension Cord Splitter - 13 Foot Green Power Cord Splitter - 16/3 SJTW Outdoor Outlet & Plug Splitter Cable - Great for Powering Outdoor Christmas Decorations","Home Improvement","Iron Forge Cable","Amazon","27.16","27.16","11.65","11.22","2.95","39.99","inches","2.36","pounds","UsLargeStandardSize","USD","9.75","4.07","0.00","--","--","--","5.68"
"amzn.gr.v1.53hU0kCIMXM-1OcABl4FqwuGH3o","X002VXP5LJ","B07PSGG9KR","Ilyapa Antique Iron Kitchen Cabinet Pulls - 3 Inch Hole Center Bin Cup Drawer Handles - 10 Pack of Kitchen Cabinet Hardware","Home Improvement","Ilyapa","Amazon","21.59","21.59","7.95","4.21","2.28","20.95","inches","2.15","pounds","UsLargeStandardSize","USD","8.92","3.24","0.00","--","--","--","5.68"
"amzn.gr.v1.-t_uFDWQ_N2T8AOHSBGu4gRJdoc","X002VXLKDL","B07YX5BRN8","Ilyapa 25 Pack 3 Inch Oil Rubbed Bronze Cabinet Pulls - Kitchen Drawer Pulls, Cabinet Modern Square Handles, Oil Rubbed Bronze Kitchen Cabinet Hardware with 3 Inch Hole Center","Home Improvement","Ilyapa","Amazon","32.39","32.39","8.4","4.3","2.8","22.6","inches","4.2","pounds","UsLargeStandardSize","USD","11.14","4.86","0.00","--","--","--","6.28"
"amzn.gr.v1.Bwe2aP3hCMRka0Qd4FYA83NaRUo","X002VXH31J","B078SGSWYM","Glass Beer Bottles for Home Brewing - Square 12 Pack with Flip Caps and Funnel","Kitchen","Barcaloo","Amazon","25.49","25.49","10.5","8.8","7.9","43.9","inches","8.65","pounds","UsLargeStandardSize","USD","11.30","3.82","0.00","--","--","--","7.48"
"amzn.gr.v1.9udKAeyRvyZjJ2g0ZP0G7qyN2T0","X002VX7WK1","B085PTMP2N","9 Pack of Door Hinges Satin Nickel - 4 x 4 Inch Interior Hinges for Doors with 5/8 Inch Radius","Home Improvement","Ilyapa","Amazon","18.74","18.74","8.07","4.72","2.48","22.47","inches","9.11","pounds","UsLargeStandardSize","USD","10.59","2.81","0.00","--","--","--","7.78"
"amzn.gr.v1._QNBRxIH7ajf_W_qyuJGyQuaj9M","X002VV2F9B","B0876DYF53","Ilyapa 2 Tier Fruit Basket Stand - Countertop Two Tiered Metal Serving Tray for Kitchen Fruit and Vegetable Storage","Home","Ilyapa","Amazon","26.99","26.99","12.48","11.97","4.76","45.94","inches","2.49","pounds","UsLargeStandardSize","USD","10.63","4.05","0.00","--","--","--","6.58"
"amzn.gr.v1.ILIi9UcqO-0G4sEMIqbncUyNNCM","X002VSIR0Z","B089DPY3YS","4 Prong to 3 Prong Dryer Plug Adapter - 10/3 STW 1.5 Ft Black Outlet Adapter for Dryer - NEMA 14-30R to 10-30P","Home Improvement","Iron Forge Cable","Amazon","48.37","48.37","11.06","6.5","2.64","29.33","inches","1.46","pounds","UsLargeStandardSize","USD","12.21","7.26","0.00","--","--","--","4.95"
"amzn.gr.v1.-rxGmv7f2idVaukieN--OtbSJ9A","X002VJCYWB","B07FFCP2G5","Ilyapa Satin Nickel Kitchen Cabinet Knobs - 1 1/4 Round Drawer Handles - 25 Pack of Kitchen Cabinet Hardware","Home Improvement","Ilyapa","Amazon","20.79","20.79","7.4","6.6","2.7","25.99","inches","2.85","pounds","UsLargeStandardSize","USD","8.80","3.12","0.00","--","--","--","5.68"
"amzn.gr.v1.cyBhgKm4BINrc6UihQ10215SJvI","X002VHDEOF","B07PFXY7G2","Weather Resistant Cornhole Bags - Set of 8 Bright American Flag Bean Bags for Corn Hole Game - Regulation Size & Weight - 4 Stars & 4 Stripes","Sports","Play Platoon","Amazon","20.89","20.89","13.7","6.97","2.48","32.6","inches","7.54","pounds","UsLargeStandardSize","USD","10.31","3.13","0.00","--","--","--","7.18"
"PL-IFC-LVT-120W-A","X002VFTBBR","B092RJRTT9","120 Watt Low Voltage Transformer for Landscape Lights - 120V AC to 12V AC Outdoor Lighting Transformer with Dusk to Dawn Sensor & Countdown Timer","Home Improvement","Iron Forge Cable","Amazon","51.33","51.33","10.24","7.28","6.57","37.95","inches","5.9","pounds","UsLargeStandardSize","USD","14.28","7.70","0.00","--","--","--","6.58"
"PL-IFC-LVT-200W-A","X002VFMXBR","B092RJH35K","200 Watt Low Voltage Transformer for Landscape Lights - 120V AC to 12V AC Outdoor Lighting Transformer with Dusk to Dawn Sensor & Countdown Timer","Home Improvement","Iron Forge Cable","Amazon","87.98","87.98","11.65","8.7","6.97","42.99","inches","8.03","pounds","UsLargeStandardSize","USD","20.68","13.20","0.00","--","--","--","7.48"
"amzn.gr.v1.Q9Ez5_x1Vuj2SDmYUxh4SnRZg7o","X002V3CE7H","B086Q6RZ96","Ilyapa Key and Mail Holder for Wall - Mail Organizer Wall Mount with Shelf - Rustic Gray Wooden Decorative Wall Key Holder with 5 Metal Hooks","Office Products","Ilyapa","Amazon","25.58","25.58","14.88","13.58","7.17","56.38","inches","5.07","pounds","UsLargeStandardSize","USD","11.92","3.84","0.00","--","--","--","8.08"
"amzn.gr.v1.uVlOvaZI5lVivnO4DBGhBe_Ocmw","X002U3UYVV","B085LLDDPL","Office Desk Pad, Dual Sided Gray & Light Blue Desk Mat - 47 x 23” Inch Leather Style Full Desk Mouse Pad, Easy Clean Non Slip Computer Desk Mat for Home or Office (47 x 23” Inch, Gray/Light Blue)","Office Products","Ilyapa","Amazon","23.88","23.88","23.75","2.75","2.75","34.75","inches","2.4","pounds","UsSmallOversize","USD","13.00","3.58","0.00","--","--","--","9.42"
"amzn.gr.v1.HmMiC1nEMOoFJcxbHbNeHmDWMg4","X002TTR6HL","B08JH5J52D","Ilyapa Key and Mail Holder for Wall - Mail Organizer Wall Mount with Decorative Shelf - Rustic Barnwood Wall Key Holder with 5 Metal Hooks","Office Products","Ilyapa","Amazon","11.58","11.58","14.57","13.54","6.65","54.95","inches","4.87","pounds","UsLargeStandardSize","USD","9.52","1.74","0.00","--","--","--","7.78"
"amzn.gr.v1.RTzfYZH6zXmwcOmsY2ctAF2bTPA","X002TMD6AJ","B07XK9VHQ5","Ilyapa Espresso Coat Rack Wall Mount with Shelf - Wood Wall Mount Coat Rack with Shelf, 6 Metal Hooks - for Hats, Coats, Kitchen, Bedroom, and More - Espresso","Office Products","Ilyapa","Amazon","39.59","39.59","26.4","10.5","4.1","55.6","inches","4.2","pounds","UsSmallOversize","USD","17.64","5.94","0.00","--","--","--","11.70"
"PL-PP-CHC-WHBK-CP","X002TFK087","B07ZTQ3HBH","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - White & Black","Sports","Play Platoon","Amazon","23.99","23.99","12.48","11.61","3.07","41.85","inches","7.58","pounds","UsLargeStandardSize","USD","10.78","3.60","0.00","--","--","--","7.18"
"PL-PP-CH-LGGY-CP","X002TFK07D","B07ZTM5ZVH","Premium Weather Resistant Duckcloth Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight (Lime Green & Gray)","Sports","Play Platoon","Amazon","51.26","51.26","29.08","23.7","6.78","90.04","centimeters","3429.02","grams","Standard","CAD","23.44","7.69","0.00","--","--","--","15.75"
"PL-PP-CH-LGGY-CP","X002TFK07D","B07ZTM5ZVH","Premium Weather Resistant Duckcloth Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight (Lime Green & Gray)","Sports","Play Platoon","Amazon","23.99","23.99","11.45","9.33","2.67","35.45","inches","7.56","pounds","UsLargeStandardSize","USD","10.78","3.60","0.00","--","--","--","7.18"
"PL-PP-CH-BOWH-CP","X002TFK073","B07ZTLYJ27","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Burnt Orange & 4 White Corn Hole Bags","Sports","Play Platoon","Amazon","56.81","56.81","30.0","25.1","6.3","92.8","centimeters","3427.98","grams","Standard","CAD","24.27","8.52","0.00","--","--","--","15.75"
"PL-PP-CH-BOWH-CP","X002TFK073","B07ZTLYJ27","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Burnt Orange & 4 White Corn Hole Bags","Sports","Play Platoon","Amazon","16.95","16.95","11.81","9.88","2.48","36.54","inches","7.56","pounds","UsLargeStandardSize","USD","9.72","2.54","0.00","--","--","--","7.18"
"PL-PP-CH-PUYE-CP","X002TFK06T","B07MWJGXPT","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Purple & Yellow","Sports","Play Platoon","Amazon","57.20","57.20","26.5","20.7","6.6","81.1","centimeters","3414.01","grams","Standard","CAD","24.33","8.58","0.00","--","--","--","15.75"
"PL-PP-CH-PUYE-CP","X002TFK06T","B07MWJGXPT","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Purple & Yellow","Sports","Play Platoon","Amazon","25.99","25.99","10.43","8.15","2.6","31.93","inches","7.53","pounds","UsLargeStandardSize","USD","11.08","3.90","0.00","--","--","--","7.18"
"PL-PP-CH-SBBK-CP","X002TFK05Z","B07ZTLS7H4","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Sky Blue & 4 Black Corn Hole Bags","Sports","Play Platoon","Amazon","57.46","57.46","29.1","24.5","5.8","89.7","centimeters","3447.98","grams","Standard","CAD","24.37","8.62","0.00","--","--","--","15.75"
"PL-PP-CH-SBBK-CP","X002TFK05Z","B07ZTLS7H4","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Sky Blue & 4 Black Corn Hole Bags","Sports","Play Platoon","Amazon","25.99","25.99","11.46","9.65","2.28","35.32","inches","7.6","pounds","UsLargeStandardSize","USD","11.08","3.90","0.00","--","--","--","7.18"
"PL-PP-CH-BGYE-CP","X002TFK05P","B07MWJ81VD","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Burgundy & Yellow","Sports","Play Platoon","Amazon","49.71","49.71","35.4","7.5","6.7","63.8","centimeters","3451.02","grams","Standard","CAD","23.21","7.46","0.00","--","--","--","15.75"
"PL-PP-CH-BGYE-CP","X002TFK05P","B07MWJ81VD","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Burgundy & Yellow","Sports","Play Platoon","Amazon","19.99","19.99","13.94","2.95","2.64","25.12","inches","7.61","pounds","UsLargeStandardSize","USD","10.18","3.00","0.00","--","--","--","7.18"
"PL-PP-CH-HGGY-CP","X002TFK055","B07ZTLPBC8","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Hunter Green & 4 Gray Corn Hole Bags","Sports","Play Platoon","Amazon","57.41","57.41","30.73","25.15","6.86","94.74","centimeters","3434.01","grams","Standard","CAD","24.36","8.61","0.00","--","--","--","15.75"
"PL-PP-CH-HGGY-CP","X002TFK055","B07ZTLPBC8","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Hunter Green & 4 Gray Corn Hole Bags","Sports","Play Platoon","Amazon","25.99","25.99","12.1","9.9","2.7","37.3","inches","7.57","pounds","UsLargeStandardSize","USD","11.08","3.90","0.00","--","--","--","7.18"
"PL-PP-CH-ORNB-CP","X002TFK04V","B07LG2WSMD","Play Platoon Weather Resistant Cornhole Bean Bags Set of 8 - Orange & Navy Blue","Sports","Play Platoon","Amazon","46.63","46.63","31.39","26.7","5.99","96.77","centimeters","3429.02","grams","Standard","CAD","22.74","6.99","0.00","--","--","--","15.75"
"PL-PP-CH-ORNB-CP","X002TFK04V","B07LG2WSMD","Weather Resistant Cornhole Bean Bags Set of 8 - Orange & Navy Blue","Biss","Play Platoon","Amazon","16.95","16.95","12.36","10.51","2.36","38.1","inches","7.56","pounds","UsLargeStandardSize","USD","9.21","2.03","0.00","--","--","--","7.18"
"PL-PP-CHC-BLBK-CP","X002TFK04L","B087YWC5QJ","Corn Filled Cornhole Bags - Set of 8 Improved Bean Bags for Corn Hole Game - Regulation Size & Weight - Blue & Black","Sports","Play Platoon","Amazon","33.26","33.26","31.8","28.91","8.99","107.59","centimeters","3438.0","grams","Standard","CAD","20.74","4.99","0.00","--","--","--","15.75"
"PL-PP-CHC-BLBK-CP","X002TFK04L","B087YWC5QJ","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Blue & Black…","Sports","Play Platoon","Amazon","26.91","26.91","12.52","11.38","3.54","42.36","inches","7.58","pounds","UsLargeStandardSize","USD","11.22","4.04","0.00","--","--","--","7.18"
"PL-PP-CHC-BBALL-CP","X002TFK04B","B07ZTQ2DTR","Corn Filled Cornhole Bags - Set of 8 Baseball Bean Bags for Corn Hole Game - Regulation Size & Weight - Red & Blue Lacing","Sports","Play Platoon","Amazon","48.97","48.97","30.0","29.4","9.2","107.2","centimeters","3655.0","grams","Standard","CAD","23.90","7.35","0.00","--","--","--","16.55"
"PL-PP-CHC-BBALL-CP","X002TFK04B","B07ZTQ2DTR","Corn Filled Cornhole Bags - Set of 8 Baseball Bean Bags for Corn Hole Game - Regulation Size & Weight - Red & Blue Lacing","Sports","Play Platoon","Amazon","19.99","19.99","11.81","11.57","3.62","42.2","inches","8.06","pounds","UsLargeStandardSize","USD","10.48","3.00","0.00","--","--","--","7.48"
"PL-PP-CHC-HGWH-CP","X002TFK03R","B07ZTQ4V8B","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Hunter Green & White","Sports","Play Platoon","Amazon","50.88","50.88","32.4","29.1","9.6","109.8","centimeters","3678.0","grams","Standard","CAD","24.18","7.63","0.00","--","--","--","16.55"
"PL-PP-CHC-HGWH-CP","X002TFK03R","B07ZTQ4V8B","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Hunter Green & White","Sports","Play Platoon","Amazon","19.99","19.99","12.76","11.46","3.78","43.23","inches","8.11","pounds","UsLargeStandardSize","USD","10.48","3.00","0.00","--","--","--","7.48"
"PL-PP-CHC-FBALL-CP","X002TFK03H","B07ZTPC358","Corn Filled Cornhole Bags - Set of 8 Football Bean Bags for Corn Hole Game - Regulation Size & Weight - Light vs Dark Footballs","Sports","Play Platoon","Amazon","50.79","50.79","29.7","28.3","11.2","108.7","centimeters","3655.0","grams","Standard","CAD","24.17","7.62","0.00","--","--","--","16.55"
"PL-PP-CHC-FBALL-CP","X002TFK03H","B07ZTPC358","Corn Filled Cornhole Bags - Set of 8 Football Bean Bags for Corn Hole Game - Regulation Size & Weight - Light vs Dark Footballs","Sports","Play Platoon","Amazon","19.99","19.99","11.69","11.14","4.41","42.8","inches","8.06","pounds","UsLargeStandardSize","USD","10.48","3.00","0.00","--","--","--","7.48"
"PL-PP-CH-SBNB-CP","X002TFK037","B07ZTM4ZXD","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Sky Blue & 4 Navy Blue Corn Hole Bags","Sports","Play Platoon","Amazon","57.53","57.53","29.21","21.59","6.35","85.09","centimeters","3469.98","grams","Standard","CAD","24.38","8.63","0.00","--","--","--","15.75"
"PL-PP-CH-SBNB-CP","X002TFK037","B07ZTM4ZXD","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Sky Blue & 4 Navy Blue Corn Hole Bags","Sports","Play Platoon","Amazon","25.99","25.99","11.5","8.5","2.5","33.5","inches","7.65","pounds","UsLargeStandardSize","USD","11.08","3.90","0.00","--","--","--","7.18"
"PL-PP-CH-SBWH-CP","X002TFK02X","B07ZTM88GM","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Sky Blue & 4 White Corn Hole Bags","Sports","Play Platoon","Amazon","49.19","49.19","28.7","22.35","6.1","85.6","centimeters","3401.99","grams","Standard","CAD","23.13","7.38","0.00","--","--","--","15.75"
"PL-PP-CH-SBWH-CP","X002TFK02X","B07ZTM88GM","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Sky Blue & 4 White Corn Hole Bags","Sports","Play Platoon","Amazon","19.99","19.99","11.3","8.8","2.4","33.7","inches","7.5","pounds","UsLargeStandardSize","USD","10.18","3.00","0.00","--","--","--","7.18"
"PL-PP-CHC-ORBK-CP","X002TFK02N","B07H5QFH21","Play Platoon Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Orange and Black","Sports","Play Platoon","Amazon","54.54","54.54","28.45","27.18","8.13","99.06","centimeters","3401.99","grams","Standard","CAD","23.93","8.18","0.00","--","--","--","15.75"
"PL-PP-CHC-ORBK-CP","X002TFK02N","B07H5QFH21","Corn Filled Cornhole Bags - Set of 8 Halloween Bean Bags for Corn Hole Game - Regulation Size & Weight - Orange and Black","Sports","Play Platoon","Amazon","23.99","23.99","11.2","10.7","3.2","39.0","inches","7.5","pounds","UsLargeStandardSize","USD","10.78","3.60","0.00","--","--","--","7.18"
"PL-PP-CHC-BGYE-CP","X002TFK023","B07MWJYT56","Corn Filled Cornhole Bags - Set of 8 Duck Cloth Bean Bags for Corn Hole Game - Regulation Size & Weight","Sports","""""""""""""","Amazon","32.87","32.87","32.7","8.4","4.8","59.1","centimeters","3403.98","grams","Standard","CAD","20.68","4.93","0.00","--","--","--","15.75"
"PL-PP-CHC-BGYE-CP","X002TFK023","B07MWJYT56","Corn Filled Cornhole Bags - Set of 8 Duck Cloth Bean Bags for Corn Hole Game - Regulation Size & Weight (Burgundy & Yellow)","Sports","Play Platoon","Amazon","19.49","19.49","12.87","3.31","1.89","23.27","inches","7.5","pounds","UsLargeStandardSize","USD","10.10","2.92","0.00","--","--","--","7.18"
"PL-PP-CHC-PUBK-CP","X002TFK00F","B089H15G67","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Purple & Black","Sports","Play Platoon","Amazon","23.99","23.99","12.24","11.61","3.82","43.1","inches","8.0","pounds","UsLargeStandardSize","USD","10.78","3.60","0.00","--","--","--","7.18"
"PL-PP-CHC-REWH-CP","X002TFK005","B07ZTPVZC9","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Red & White","Sports","Play Platoon","Amazon","54.30","54.30","30.48","30.48","8.13","107.7","centimeters","3719.0","grams","Standard","CAD","24.70","8.15","0.00","--","--","--","16.55"
"PL-PP-CHC-REWH-CP","X002TFK005","B07ZTPVZC9","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Red & White","Sports","Play Platoon","Amazon","23.99","23.99","12.0","12.0","3.2","42.4","inches","8.2","pounds","UsLargeStandardSize","USD","11.08","3.60","0.00","--","--","--","7.48"
"PL-PP-CH-NBGY-CP","X002TFI1SX","B07ZTLXNDC","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Navy Blue & 4 Gray Corn Hole Bags","Sports","Play Platoon","Amazon","69.34","69.34","27.79","22.2","6.4","84.99","centimeters","3424.99","grams","Standard","CAD","26.15","10.40","0.00","--","--","--","15.75"
"PL-PP-CH-NBGY-CP","X002TFI1SX","B07ZTLXNDC","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Navy Blue & 4 Gray Corn Hole Bags","Sports","Play Platoon","Amazon","22.12","22.12","10.94","8.74","2.52","33.46","inches","7.55","pounds","UsLargeStandardSize","USD","10.50","3.32","0.00","--","--","--","7.18"
"PL-PP-CHC-TLOR-CP","X002TFI1QF","B07ZTQ9NFG","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Teal & Orange","Sports","Play Platoon","Amazon","55.89","55.89","30.9","30.6","9.5","111.1","centimeters","3664.98","grams","Standard","CAD","24.93","8.38","0.00","--","--","--","16.55"
"PL-PP-CHC-TLOR-CP","X002TFI1QF","B07ZTQ9NFG","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Teal & Orange","Sports","Play Platoon","Amazon","23.99","23.99","12.17","12.05","3.74","43.74","inches","8.08","pounds","UsLargeStandardSize","USD","11.08","3.60","0.00","--","--","--","7.48"
"PL-PP-CH-BOBK-CP","X002TFI1P1","B07ZTMQLKG","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Burnt Orange & 4 Black Corn Hole Bags","Sports","Play Platoon","Amazon","56.97","56.97","28.7","23.6","8.5","92.9","centimeters","3476.01","grams","Standard","CAD","24.30","8.55","0.00","--","--","--","15.75"
"PL-PP-CH-BOBK-CP","X002TFI1P1","B07ZTMQLKG","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Burnt Orange & 4 Black Corn Hole Bags","Sports","Play Platoon","Amazon","17.31","17.31","11.3","9.29","3.35","36.57","inches","7.66","pounds","UsLargeStandardSize","USD","9.78","2.60","0.00","--","--","--","7.18"
"PL-PP-CH-REYE-CP","X002TFI1OR","B07LGC3D1M","Play Platoon Weather Resistant Cornhole Bean Bags Set of 8 - Red & Yellow","Sports","Play Platoon","Amazon","51.06","51.06","29.49","28.19","5.89","97.66","centimeters","3709.98","grams","Standard","CAD","24.21","7.66","0.00","--","--","--","16.55"
"PL-PP-CH-REYE-CP","X002TFI1OR","B07LGC3D1M","Play Platoon Weather Resistant Cornhole Bean Bags Set of 8 - Red & Yellow","Sports","Play Platoon","Amazon","19.99","19.99","11.61","11.1","2.32","38.45","inches","8.18","pounds","UsLargeStandardSize","USD","10.48","3.00","0.00","--","--","--","7.48"
"PL-PP-CH-BGGD-CP","X002TFI1NX","B07MWWVRTB","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Burgundy & Gold","Sports","Play Platoon","Amazon","49.26","49.26","29.9","7.5","5.8","56.5","centimeters","3423.99","grams","Standard","CAD","23.14","7.39","0.00","--","--","--","15.75"
"PL-PP-CH-BGGD-CP","X002TFI1NX","B07MWWVRTB","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Burgundy & Gold","Sports","Play Platoon","Amazon","22.99","22.99","11.77","2.95","2.28","22.24","inches","7.55","pounds","UsLargeStandardSize","USD","10.63","3.45","0.00","--","--","--","7.18"
"PL-PP-CH-YEGY-CP","X002TFI1ND","B07ZTKZX8B","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Yellow & 4 Gray Corn Hole Bags","Sports","Play Platoon","Amazon","58.78","58.78","31.19","28.09","5.99","99.36","centimeters","3611.0","grams","Standard","CAD","25.37","8.82","0.00","--","--","--","16.55"
"PL-PP-CH-YEGY-CP","X002TFI1ND","B07ZTKZX8B","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Yellow & 4 Gray Corn Hole Bags","Sports","Play Platoon","Amazon","25.99","25.99","12.28","11.06","2.36","39.12","inches","7.96","pounds","UsLargeStandardSize","USD","11.08","3.90","0.00","--","--","--","7.18"
"PL-PP-CH-NBGD-CP","X002TFI1MJ","B07MWHQ3FB","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Navy Blue & Gold","Sports","Play Platoon","Amazon","56.80","56.80","25.1","21.6","6.1","80.5","centimeters","3427.98","grams","Standard","CAD","24.27","8.52","0.00","--","--","--","15.75"
"PL-PP-CH-NBGD-CP","X002TFI1MJ","B07MWHQ3FB","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Navy Blue & Gold","Sports","Play Platoon","Amazon","20.95","20.95","9.88","8.5","2.4","31.69","inches","7.56","pounds","UsLargeStandardSize","USD","10.32","3.14","0.00","--","--","--","7.18"
